numero_college,nom_etablissement,note_a_l_ecrit_g,va_de_la_note_g,pourcentage_hors_segpa_hors_ulis,pourcenetage_allemand_lv1,pourcentage_filles,ips,ecart_type_de_l_ips,ep_2022_2023,region_academique
,Collège Elisabeth de Nas0080046Gsau,10.5,-0.8,96.875000000000000000000,42.187500000000000000000,54.687500000000000000000,95.7,34.2,HORS EP,GRAND-EST
0100807Y,Collège Pierre Brossolette,9.2,0.3,89.320388349514563107000,0.000000000000000000000,48.543689320388349515000,82.4,30.2,REP+,GRAND-EST
0520049W,Collège Anne Frank,8.1,-0.5,77.227722772277227723000,0.000000000000000000000,51.485148514851485149000,71.6,25.1,REP+,GRAND-EST
0511474A,Collège Pierre Gilles de Gennes,9.8,NULL,93.406593406593406593000,0.000000000000000000000,47.252747252747252747000,85.4,28.5,HORS EP,GRAND-EST
0510044W,Collège Colbert,9.2,-0.6,97.560975609756097561000,13.008130081300813008000,46.341463414634146341000,76.8,23.6,REP+,GRAND-EST
0511085C,Collège Robert Schuman,9.6,-0.1,98.657718120805369128000,0.000000000000000000000,48.993288590604026846000,87.6,33.6,HORS EP,GRAND-EST
0511108C,Collège Paul Fort,8.3,-0.7,87.730061349693251534000,0.000000000000000000000,51.533742331288343558000,74.0,21.8,REP+,GRAND-EST
0672765S,Collège Galilée,10.4,0.0,98.013245033112582781000,15.231788079470198675000,36.423841059602649007000,94.9,32.8,HORS EP,GRAND-EST
0670065G,Collège Leclerc,8.3,-0.7,100.000000000000000000000,36.440677966101694915000,56.779661016949152542000,87.0,28.7,REP,GRAND-EST
0670105A,Collège Lezay Marnésia,8.6,0.7,90.566037735849056604000,1.886792452830188679000,43.396226415094339623000,70.3,22.6,REP+,GRAND-EST
0671691Z,Collège Stockfeld,8.5,-0.1,83.687943262411347518000,34.751773049645390071000,53.191489361702127660000,74.7,23.0,REP,GRAND-EST
9710026B,Collège Fontaines Bouillantes,9.4,-0.9,79.310344827586206897000,0.000000000000000000000,51.724137931034482759000,84.0,30.1,REP,GUADELOUPE
9710405N,Collège Raizet,7.4,-1.5,83.453237410071942446000,0.000000000000000000000,44.604316546762589928000,87.6,28.2,HORS EP,GUADELOUPE
9710710V,Collège Alexandre Isaac,7.1,-1.8,91.428571428571428571000,0.000000000000000000000,46.666666666666666667000,89.9,27.7,REP,GUADELOUPE
9711087E,Collège roche gravée de Moho,5.6,-2.2,89.285714285714285714000,0.000000000000000000000,53.571428571428571429000,77.4,18.0,REP+,GUADELOUPE
9730337D,Ma Aiye - Collège d'Apatou,4.9,NULL,87.769784172661870504000,0.000000000000000000000,53.956834532374100719000,70.6,14.9,REP+,GUYANE
9730130D,Collège Eugène Nonnon,7.5,NULL,96.913580246913580247000,0.000000000000000000000,54.938271604938271605000,80.3,27.6,REP+,GUYANE
9730306V,Collège Omeba Tobo (Kourou III),8.0,NULL,96.031746031746031746000,0.000000000000000000000,50.000000000000000000000,83.7,29.0,REP+,GUYANE
9730374U,Collège Antoine Sylvère Felix,7.7,NULL,86.147186147186147186000,0.000000000000000000000,47.619047619047619048000,82.9,29.3,REP+,GUYANE
9730193X,Collège Gran Man Difou,5.3,NULL,95.364238410596026490000,0.000000000000000000000,47.019867549668874172000,72.0,20.4,REP+,GUYANE
9730182K,Collège La Canopée (Matoury I),6.9,NULL,96.721311475409836066000,0.000000000000000000000,47.950819672131147541000,84.3,30.5,REP+,GUYANE
9730218Z,Collège Lise Ophion (Matoury II),6.0,NULL,97.989949748743718593000,0.000000000000000000000,49.246231155778894472000,73.4,22.5,REP+,GUYANE
9730248G,Collège Albert Londres (Saint-Laurent II),4.8,NULL,97.844827586206896552000,0.000000000000000000000,53.879310344827586207000,69.5,21.8,REP+,GUYANE
0021518P,Collège Marie de Luxembourg,10.7,0.9,100.000000000000000000000,0.000000000000000000000,55.208333333333333333000,86.5,28.1,REP,HAUTS-DE-FRANCE
0020090M,Collège Charlemagne,10.1,0.8,86.206896551724137931000,0.000000000000000000000,50.000000000000000000000,75.0,25.3,REP+,HAUTS-DE-FRANCE
0020054Y,Collège Montaigne,9.1,-0.3,98.611111111111111111000,0.000000000000000000000,52.777777777777777778000,67.7,21.7,REP+,HAUTS-DE-FRANCE
0600018U,Collège Gaëtan Denain,10.1,0.5,100.000000000000000000000,0.000000000000000000000,51.111111111111111111000,81.2,24.0,REP,HAUTS-DE-FRANCE
0600032J,Collège La Rochefoucauld,11.3,0.7,98.181818181818181818000,0.000000000000000000000,52.121212121212121212000,97.1,29.9,HORS EP,HAUTS-DE-FRANCE
0801264P,Collège Rosa Parks,9.5,1.5,76.991150442477876106000,0.000000000000000000000,40.707964601769911504000,63.9,16.8,REP+,HAUTS-DE-FRANCE
0801616X,Collège Guy Mareschal,10.0,0.9,70.786516853932584270000,0.000000000000000000000,49.438202247191011236000,78.9,27.3,REP+,HAUTS-DE-FRANCE
0801485E,Collège du Val de Nièvre,11.1,0.9,80.681818181818181818000,0.000000000000000000000,47.727272727272727273000,84.8,27.5,REP,HAUTS-DE-FRANCE
0801537L,Collège Béranger,10.0,0.1,87.570621468926553672000,0.000000000000000000000,56.497175141242937853000,84.8,28.2,REP,HAUTS-DE-FRANCE
0801373H,Collège Jules Verne,11.7,1.2,92.696629213483146067000,0.000000000000000000000,50.561797752808988764000,96.5,36.2,HORS EP,HAUTS-DE-FRANCE
0590062X,Collège Villars,8.3,-0.1,88.188976377952755906000,0.000000000000000000000,44.881889763779527559000,71.6,23.4,REP,HAUTS-DE-FRANCE
0594299C,Collège Turgot,8.8,0.0,100.000000000000000000000,0.000000000000000000000,50.000000000000000000000,67.3,18.3,REP+,HAUTS-DE-FRANCE
0594300D,Collège Bayard,9.4,0.6,84.337349397590361446000,0.000000000000000000000,45.783132530120481928000,69.4,21.3,REP+,HAUTS-DE-FRANCE
0592751V,Collège Félicien Joly,10.2,0.3,100.000000000000000000000,0.000000000000000000000,48.387096774193548387000,78.1,25.4,REP,HAUTS-DE-FRANCE
0594168K,Collège Jean Zay,10.0,0.3,100.000000000000000000000,0.000000000000000000000,46.268656716417910448000,85.5,28.4,REP,HAUTS-DE-FRANCE
0590088A,Collège Jules Verne,9.8,0.4,100.000000000000000000000,22.772277227722772277000,41.584158415841584158000,75.6,22.7,REP+,HAUTS-DE-FRANCE
0596833G,Collège Nina Simone,9.6,-0.4,99.310344827586206897000,0.000000000000000000000,51.034482758620689655000,81.4,35.8,REP+,HAUTS-DE-FRANCE
0593237Y,Collège Gernez Rieux,11.0,0.6,91.935483870967741935000,0.000000000000000000000,45.967741935483870968000,94.3,35.0,HORS EP,HAUTS-DE-FRANCE
0590183D,Collège Madame de Sévigné,7.9,-1.1,96.491228070175438596000,0.000000000000000000000,54.385964912280701754000,68.3,20.6,REP+,HAUTS-DE-FRANCE
0594389A,Collège Anne Frank,7.1,-0.7,90.184049079754601227000,10.429447852760736196000,44.171779141104294479000,64.6,18.7,REP+,HAUTS-DE-FRANCE
0595168X,Collège Maxence Van Der Meersch,7.3,-0.5,100.000000000000000000000,0.000000000000000000000,47.586206896551724138000,68.4,18.7,REP+,HAUTS-DE-FRANCE
0594405T,Collège Victor Hugo,9.7,-0.7,74.846625766871165644000,0.000000000000000000000,42.944785276073619632000,85.2,29.6,REP,HAUTS-DE-FRANCE
0594394F,Collège Marie Curie,8.8,-0.5,88.311688311688311688000,7.142857142857142857000,44.805194805194805195000,77.3,32.3,REP,HAUTS-DE-FRANCE
0594524X,Collège Jean Moulin,8.1,-0.6,74.683544303797468354000,0.000000000000000000000,46.835443037974683544000,73.1,20.8,REP,HAUTS-DE-FRANCE
0620021L,Collège Sévigné,9.3,-0.9,83.606557377049180328000,0.000000000000000000000,57.377049180327868852000,75.9,22.3,REP,HAUTS-DE-FRANCE
0622268D,Collège Jean Moulin,10.4,0.5,91.791044776119402985000,0.000000000000000000000,53.731343283582089552000,84.3,29.7,HORS EP,HAUTS-DE-FRANCE
0622425Z,Collège Paul Verlaine,10.4,0.6,98.684210526315789474000,0.000000000000000000000,43.421052631578947368000,81.2,28.6,REP,HAUTS-DE-FRANCE
0620051U,Collège Angellier,10.9,0.3,83.636363636363636364000,0.000000000000000000000,47.272727272727272727000,75.7,27.7,REP,HAUTS-DE-FRANCE
0620055Y,Collège Paul Langevin,8.3,0.0,84.693877551020408163000,0.000000000000000000000,51.020408163265306122000,62.8,17.1,REP+,HAUTS-DE-FRANCE
0622428C,Collège Edmond Rostand,11.4,1.0,85.826771653543307087000,0.000000000000000000000,39.370078740157480315000,84.3,30.1,HORS EP,HAUTS-DE-FRANCE
0622572J,Collège Jean Jaurès,10.7,0.5,86.363636363636363636000,0.000000000000000000000,52.272727272727272727000,83.3,25.6,REP,HAUTS-DE-FRANCE
0622581U,Collège Gérard Philipe,9.7,0.2,100.000000000000000000000,0.000000000000000000000,52.631578947368421053000,83.0,26.2,HORS EP,HAUTS-DE-FRANCE
0622871J,Collège Jacques Prévert,11.2,0.7,86.896551724137931034000,0.000000000000000000000,54.482758620689655172000,88.0,31.2,HORS EP,HAUTS-DE-FRANCE
0620119T,Collège Pierre et Marie Curie,9.8,0.6,90.419161676646706587000,0.000000000000000000000,55.688622754491017964000,78.5,23.8,REP,HAUTS-DE-FRANCE
0622799F,Collège Léo Lagrange,11.0,0.7,81.250000000000000000000,0.000000000000000000000,47.321428571428571429000,82.9,27.7,REP,HAUTS-DE-FRANCE
0622269E,Collège Anatole France,9.8,0.0,87.586206896551724138000,0.000000000000000000000,47.586206896551724138000,85.0,28.5,REP,HAUTS-DE-FRANCE
0623018U,Collège Louis Pasteur,11.3,0.1,82.692307692307692308000,22.115384615384615385000,52.884615384615384615000,85.9,26.5,REP,HAUTS-DE-FRANCE
0622434J,Collège Roger Salengro,10.5,0.1,97.413793103448275862000,0.000000000000000000000,50.000000000000000000000,88.4,29.3,REP,HAUTS-DE-FRANCE
0620170Y,Collège Paul Langevin,9.6,0.5,83.544303797468354430000,0.000000000000000000000,44.303797468354430380000,73.8,22.7,REP+,HAUTS-DE-FRANCE
0772090D,Collège Jean Wiener,11.0,0.8,79.120879120879120879000,0.000000000000000000000,60.439560439560439560000,98.5,32.2,HORS EP,ILE-DE-FRANCE
0771476L,Collège Georges Politzer,10.7,0.7,100.000000000000000000000,11.409395973154362416000,44.966442953020134228000,89.7,29.1,REP,ILE-DE-FRANCE
0770027L,Collège Marcel Rivière,11.5,-0.1,97.037037037037037037000,0.000000000000000000000,48.148148148148148148000,106.0,33.8,HORS EP,ILE-DE-FRANCE
0771172F,Collège Albert Camus,9.2,0.5,85.365853658536585366000,9.756097560975609756000,55.284552845528455285000,72.7,20.9,REP+,ILE-DE-FRANCE
0770033T,Collège les Capucins,9.5,0.1,100.000000000000000000000,19.318181818181818182000,57.954545454545454545000,81.3,25.4,REP+,ILE-DE-FRANCE
0771618R,Collège les Maillettes,10.9,0.8,100.000000000000000000000,7.746478873239436620000,44.366197183098591549000,88.8,31.6,REP,ILE-DE-FRANCE
0771841H,Collège le Luzard,9.7,0.6,100.000000000000000000000,10.743801652892561983000,48.760330578512396694000,89.8,29.3,REP,ILE-DE-FRANCE
0931185H,Collège Gabriel Péri,8.3,-0.1,100.000000000000000000000,0.000000000000000000000,49.397590361445783133000,75.2,20.9,REP,ILE-DE-FRANCE
0931709C,Collège Henri Wallon,8.3,-0.3,100.000000000000000000000,0.000000000000000000000,47.368421052631578947000,78.5,20.5,REP+,ILE-DE-FRANCE
0932694Y,Collège Gisèle Halimi,8.5,0.3,91.578947368421052632000,0.000000000000000000000,47.368421052631578947000,74.8,19.9,REP+,ILE-DE-FRANCE
0932726H,Collège Miriam Makeba,10.5,1.2,93.684210526315789474000,0.000000000000000000000,43.157894736842105263000,87.1,30.4,REP+,ILE-DE-FRANCE
0930891N,Collège Victor Hugo,8.0,-0.6,88.617886178861788618000,0.000000000000000000000,45.528455284552845528000,81.3,23.4,REP,ILE-DE-FRANCE
0931196V,Collège Pierre Sémard,8.7,0.1,100.000000000000000000000,0.000000000000000000000,45.398773006134969325000,82.3,23.2,REP,ILE-DE-FRANCE
0931200Z,Collège Pierre Semard,11.5,2.0,94.193548387096774194000,0.645161290322580645000,51.612903225806451613000,79.1,27.4,REP,ILE-DE-FRANCE
0930893R,Collège Roger Martin du Gard,9.8,1.0,91.304347826086956522000,0.000000000000000000000,51.739130434782608696000,77.4,24.5,REP+,ILE-DE-FRANCE
0931429Y,Collège Jean Vilar,9.2,0.6,99.401197604790419162000,0.000000000000000000000,50.898203592814371257000,78.1,20.4,REP+,ILE-DE-FRANCE
0930611J,Collège Nelson Mandela,9.4,0.2,100.000000000000000000000,0.000000000000000000000,46.103896103896103896000,80.0,23.9,REP,ILE-DE-FRANCE
0931765N,Collège Alfred Sisley,8.3,-0.2,93.814432989690721649000,0.000000000000000000000,55.670103092783505155000,77.2,27.6,REP,ILE-DE-FRANCE
0931707A,Collège Pablo Picasso,9.5,0.2,90.643274853801169591000,6.432748538011695906000,46.783625730994152047000,89.9,29.4,REP,ILE-DE-FRANCE
0931151W,Collège Jean Moulin,10.3,0.5,88.148148148148148148000,14.074074074074074074000,51.851851851851851852000,95.6,34.6,REP,ILE-DE-FRANCE
0931485J,Collège Georges Braque,9.0,-0.5,98.039215686274509804000,13.725490196078431373000,52.287581699346405229000,78.0,24.8,REP,ILE-DE-FRANCE
0932725G,Collège Françoise Héritier,9.8,0.5,96.026490066225165563000,0.000000000000000000000,52.317880794701986755000,90.8,30.8,HORS EP,ILE-DE-FRANCE
0931381W,Collège Gustave Courbet,10.9,-0.4,92.063492063492063492000,0.000000000000000000000,48.148148148148148148000,97.3,37.3,REP,ILE-DE-FRANCE
0930586G,Collège Albert Camus,11.1,0.8,95.522388059701492537000,0.000000000000000000000,61.194029850746268657000,99.4,30.8,HORS EP,ILE-DE-FRANCE
0931490P,Collège La Courtille,9.6,1.3,100.000000000000000000000,13.829787234042553191000,45.744680851063829787000,76.0,23.2,REP+,ILE-DE-FRANCE
0931144N,Collège Jules Michelet,8.2,-1.2,97.169811320754716981000,18.867924528301886792000,44.339622641509433962000,84.5,28.3,REP,ILE-DE-FRANCE
0930897V,Collège Paul Painlevé,9.3,-0.1,97.972972972972972973000,0.000000000000000000000,50.675675675675675676000,76.8,24.6,REP+,ILE-DE-FRANCE
0931147S,Collège Barbara,8.3,-0.7,97.122302158273381295000,0.000000000000000000000,45.323741007194244604000,79.1,22.8,REP+,ILE-DE-FRANCE
0930043S,Collège Jean de Beaumont,9.9,-0.5,100.000000000000000000000,0.000000000000000000000,50.806451612903225806000,95.5,32.3,HORS EP,ILE-DE-FRANCE
0931206F,Collège Jean Vilar,9.8,1.0,98.550724637681159420000,0.000000000000000000000,53.623188405797101449000,72.7,21.8,REP+,ILE-DE-FRANCE
0940786U,Collège Lucie Aubrac,9.9,0.0,100.000000000000000000000,13.888888888888888889000,50.000000000000000000000,79.6,22.8,REP,ILE-DE-FRANCE
0941040V,Collège Emile Zola,9.4,-0.1,100.000000000000000000000,0.000000000000000000000,47.368421052631578947000,82.5,23.2,REP,ILE-DE-FRANCE
0940551N,Collège Eugène Chevreul,10.6,0.5,89.440993788819875776000,0.000000000000000000000,47.204968944099378882000,94.3,29.0,REP,ILE-DE-FRANCE
0942482M,Collège Samuel Paty,8.3,-0.7,100.000000000000000000000,0.000000000000000000000,47.000000000000000000000,86.3,23.8,REP,ILE-DE-FRANCE
0750584C,Collège Valmy,10.9,-0.4,100.000000000000000000000,0.000000000000000000000,47.252747252747252747000,113.3,44.0,HORS EP,ILE-DE-FRANCE
0752694W,Collège Camille Claudel,11.0,0.4,100.000000000000000000000,0.000000000000000000000,54.000000000000000000000,91.3,30.8,REP,ILE-DE-FRANCE
0750546L,Collège Georges Clemenceau,8.5,0.5,100.000000000000000000000,0.000000000000000000000,45.555555555555555556000,80.0,31.8,REP+,ILE-DE-FRANCE
0755433Y,Collège Aimé Césaire,10.3,1.0,83.962264150943396226000,15.094339622641509434000,51.886792452830188679000,85.5,37.1,REP,ILE-DE-FRANCE
0752695X,Collège Guillaume Budé,10.3,0.6,100.000000000000000000000,0.000000000000000000000,56.000000000000000000000,93.5,31.0,REP,ILE-DE-FRANCE
0755747P,Collège Suzanne Lacore Paris Nord Est,9.9,-0.9,97.849462365591397849000,0.000000000000000000000,58.064516129032258065000,93.6,30.2,REP,ILE-DE-FRANCE
0750478M,Collège Jean Baptiste Clément,10.2,-0.4,87.735849056603773585000,0.000000000000000000000,40.566037735849056604000,105.6,40.6,REP,ILE-DE-FRANCE
0750591K,Collège Henri Matisse,12.0,-0.6,97.101449275362318841000,0.000000000000000000000,45.652173913043478261000,118.2,41.9,HORS EP,ILE-DE-FRANCE
0752557X,Collège Maurice Ravel,10.7,-0.5,100.000000000000000000000,0.000000000000000000000,58.139534883720930233000,117.8,41.6,HORS EP,ILE-DE-FRANCE
0754355B,Collège Robert Doisneau,10.1,-0.5,87.037037037037037037000,31.481481481481481481000,47.222222222222222222000,97.4,37.1,REP,ILE-DE-FRANCE
0911490A,Collège Pablo Neruda,9.9,-1.1,89.403973509933774834000,0.000000000000000000000,39.072847682119205298000,103.8,34.6,HORS EP,ILE-DE-FRANCE
0911024U,Collège Louise Michel,8.1,0.0,98.601398601398601399000,0.000000000000000000000,51.048951048951048951000,83.3,26.8,REP+,ILE-DE-FRANCE
0911444A,Collège Montesquieu,9.2,0.6,98.214285714285714286000,0.000000000000000000000,46.428571428571428571000,78.5,26.1,HORS EP,ILE-DE-FRANCE
0911865H,Collège Paul Eluard,9.0,-1.0,98.787878787878787879000,0.000000000000000000000,47.272727272727272727000,87.6,27.8,REP,ILE-DE-FRANCE
0911152H,Collège Jean Moulin,10.5,-0.3,100.000000000000000000000,0.000000000000000000000,54.625550660792951542000,99.3,32.9,HORS EP,ILE-DE-FRANCE
0910716J,Collège Jean Mermoz,10.2,1.2,100.000000000000000000000,0.000000000000000000000,47.422680412371134021000,86.6,27.1,REP,ILE-DE-FRANCE
0911146B,Collège Henri Wallon,9.4,-0.6,92.265193370165745856000,0.000000000000000000000,59.668508287292817680000,98.0,29.9,HORS EP,ILE-DE-FRANCE
0921622N,Collège Auguste Renoir,10.0,-0.7,100.000000000000000000000,0.000000000000000000000,51.020408163265306122000,94.1,32.6,HORS EP,ILE-DE-FRANCE
0921778H,Collège Joliot-Curie,7.5,-1.3,100.000000000000000000000,0.000000000000000000000,47.959183673469387755000,88.3,26.5,REP,ILE-DE-FRANCE
0920854D,Collège Les Petits Ponts,8.6,-1.1,100.000000000000000000000,0.000000000000000000000,52.272727272727272727000,94.1,28.6,REP,ILE-DE-FRANCE
0920592U,Collège Moulin Joly,9.2,-0.4,100.000000000000000000000,0.000000000000000000000,51.351351351351351351000,88.6,30.5,REP,ILE-DE-FRANCE
0921589C,Collège Evariste Galois,7.7,-1.0,100.000000000000000000000,0.000000000000000000000,49.056603773584905660000,83.7,26.0,REP+,ILE-DE-FRANCE
0951094Y,Collège Paul Vaillant-Couturier,8.9,-0.6,98.795180722891566265000,0.000000000000000000000,42.771084337349397590000,88.9,28.4,REP,ILE-DE-FRANCE
0951356H,Collège Lucie Aubrac,8.5,-0.7,98.941798941798941799000,0.000000000000000000000,47.089947089947089947000,81.2,25.7,REP,ILE-DE-FRANCE
0950887Y,Collège Gabriel Péri,9.7,-0.1,98.421052631578947368000,0.000000000000000000000,53.684210526315789474000,88.6,28.9,REP,ILE-DE-FRANCE
0951617S,Collège Gérard Philipe,9.1,-1.4,98.734177215189873418000,8.227848101265822785000,44.936708860759493671000,88.0,28.1,REP,ILE-DE-FRANCE
0950739M,Collège Antoine de Saint-Exupéry,9.6,0.1,88.965517241379310345000,0.000000000000000000000,46.896551724137931034000,86.2,27.6,HORS EP,ILE-DE-FRANCE
0950022H,Collège Bel Air,8.6,-0.3,97.315436241610738255000,0.000000000000000000000,40.939597315436241611000,88.6,28.9,HORS EP,ILE-DE-FRANCE
0950023J,Collège Henri Wallon,8.0,-0.9,90.476190476190476190000,0.000000000000000000000,52.380952380952380952000,69.8,21.9,REP+,ILE-DE-FRANCE
0950711G,Collège Paul Eluard,9.2,0.2,98.089171974522292994000,0.000000000000000000000,49.044585987261146497000,73.8,19.4,REP+,ILE-DE-FRANCE
0951098C,Collège Pablo Picasso,9.9,0.7,92.857142857142857143000,0.000000000000000000000,48.051948051948051948000,84.1,26.4,REP,ILE-DE-FRANCE
0951920W,Collège François Truffaut,8.6,-0.8,97.241379310344827586000,0.000000000000000000000,54.482758620689655172000,78.0,24.9,REP,ILE-DE-FRANCE
0951050A,Collège Pierre Curie,9.2,-0.8,98.620689655172413793000,0.000000000000000000000,48.275862068965517241000,87.8,29.5,HORS EP,ILE-DE-FRANCE
0952128X,Collège Georges Charpak,8.9,0.1,97.637795275590551181000,0.000000000000000000000,48.818897637795275591000,75.8,27.7,REP,ILE-DE-FRANCE
0951696C,Collège Georges Duhamel,12.8,0.5,97.321428571428571429000,0.000000000000000000000,53.571428571428571429000,118.3,37.3,HORS EP,ILE-DE-FRANCE
0951909J,Collège Maurice Utrillo,10.1,-0.6,97.727272727272727273000,12.121212121212121212000,49.242424242424242424000,101.2,31.6,HORS EP,ILE-DE-FRANCE
0950934Z,Collège Georges Brassens,9.5,-0.1,92.380952380952380952000,0.000000000000000000000,57.142857142857142857000,87.4,27.5,REP,ILE-DE-FRANCE
0951195H,Collège Marcel Pagnol,9.3,-1.0,90.361445783132530120000,0.000000000000000000000,50.000000000000000000000,92.5,34.3,REP,ILE-DE-FRANCE
0950722U,Collège Jean Moulin,9.0,-0.7,98.561151079136690647000,0.000000000000000000000,56.834532374100719424000,88.7,30.0,HORS EP,ILE-DE-FRANCE
0950045H,Collège Evariste Galois,8.3,0.0,86.619718309859154930000,0.000000000000000000000,49.295774647887323944000,75.1,21.6,REP,ILE-DE-FRANCE
0951945Y,Collège Victor Hugo,9.1,-0.2,100.000000000000000000000,0.000000000000000000000,51.304347826086956522000,77.5,26.0,REP,ILE-DE-FRANCE
0951636M,Collège des Toupets,10.2,-0.3,100.000000000000000000000,0.000000000000000000000,44.642857142857142857000,103.4,33.6,HORS EP,ILE-DE-FRANCE
0780572Y,Collège Paul Verlaine,8.9,0.0,92.982456140350877193000,0.000000000000000000000,49.122807017543859649000,86.9,26.9,REP,ILE-DE-FRANCE
0781914G,Collège Jean Vilar,9.2,-0.1,97.872340425531914894000,0.000000000000000000000,47.517730496453900709000,82.3,25.8,REP,ILE-DE-FRANCE
0781896M,Collège Louis Pasteur,8.0,-0.9,100.000000000000000000000,0.000000000000000000000,45.679012345679012346000,74.1,22.7,REP+,ILE-DE-FRANCE
0783774D,Nouveau collège André Chénier,7.6,-1.0,88.321167883211678832000,0.000000000000000000000,43.065693430656934307000,72.7,20.8,REP+,ILE-DE-FRANCE
0780577D,Collège Romain Rolland,8.3,0.0,100.000000000000000000000,0.000000000000000000000,43.373493975903614458000,82.4,24.1,REP,ILE-DE-FRANCE
0781618K,Collège Gustave Courbet,9.3,-0.6,96.363636363636363636000,0.000000000000000000000,50.000000000000000000000,84.7,25.9,REP,ILE-DE-FRANCE
9740598G,Collège de Mille Roches,8.7,-0.3,86.345381526104417671000,0.000000000000000000000,44.578313253012048193000,76.6,25.2,REP+,LA-REUNION
9740065C,Collège du Bassin Bleu,10.6,0.9,96.350364963503649635000,9.489051094890510949000,48.175182481751824818000,78.6,28.5,REP,LA-REUNION
9740094J,Collège Hippolyte Foucque,8.8,-0.5,82.812500000000000000000,0.000000000000000000000,46.354166666666666667000,78.0,24.6,REP,LA-REUNION
9740577J,Collège Joseph Hubert,10.6,0.3,85.892116182572614108000,0.000000000000000000000,46.887966804979253112000,74.4,28.5,REP,LA-REUNION
9740546A,Collège Marcel Goulette,10.2,0.0,97.049180327868852459000,0.000000000000000000000,50.163934426229508197000,92.0,36.5,HORS EP,LA-REUNION
9740069G,Collège de l'Etang Saint-Paul,9.9,0.2,97.701149425287356322000,0.000000000000000000000,43.678160919540229885000,88.5,33.0,REP,LA-REUNION
9740596E,Collège Antoine Soubou,9.8,0.9,100.000000000000000000000,14.000000000000000000000,53.333333333333333333000,80.5,30.7,REP,LA-REUNION
9741346V,Collège Ligne des Bambous,10.2,-0.2,89.743589743589743590000,0.000000000000000000000,51.282051282051282051000,88.8,34.7,REP,LA-REUNION
9720472F,Collège Aimé Césaire - Basse Pointe,9.1,0.2,92.452830188679245283000,0.000000000000000000000,47.169811320754716981000,79.6,23.9,REP+,MARTINIQUE
9720708M,Collège Jenny Alpha  (Ex Dillon 2),7.0,-1.5,97.196261682242990654000,0.000000000000000000000,50.467289719626168224000,77.2,23.0,REP+,MARTINIQUE
9720445B,Collège Hubert Nero,8.2,-1.3,95.312500000000000000000,0.000000000000000000000,50.000000000000000000000,85.7,24.9,REP+,MARTINIQUE
9720031B,Collège du Vauclin,9.2,0.0,100.000000000000000000000,0.000000000000000000000,52.577319587628865979000,92.6,31.8,REP+,MARTINIQUE
9760094Y,Collège de Dzoumogné,5.0,NULL,99.312714776632302405000,0.000000000000000000000,56.701030927835051546000,59.7,17.6,REP,MAYOTTE
9760166B,Collège Ylang-Ylang de Kani-Kéli,6.3,NULL,97.814207650273224044000,0.000000000000000000000,51.366120218579234973000,84.9,30.5,REP,MAYOTTE
9760244L,Collège de Koungou,5.9,NULL,92.607802874743326489000,0.000000000000000000000,50.308008213552361396000,62.6,16.5,REP,MAYOTTE
9760219J,Collège de M'Gombani,7.0,NULL,98.309178743961352657000,0.000000000000000000000,54.347826086956521739000,81.6,28.4,REP,MAYOTTE
0030119N,Collège Jules Verne,12.0,0.7,87.500000000000000000000,0.000000000000000000000,56.250000000000000000000,90.5,33.7,REP+,AUVERGNE-ET-RHONE-ALPES
0260012X,Collège Daniel Faucher,9.7,-1.0,100.000000000000000000000,0.000000000000000000000,45.098039215686274510000,101.2,31.9,HORS EP,AUVERGNE-ET-RHONE-ALPES
0261090U,Collège Gustave Jaume,10.0,1.8,100.000000000000000000000,0.000000000000000000000,51.612903225806451613000,76.8,24.8,REP+,AUVERGNE-ET-RHONE-ALPES
0260850H,Collège Etienne-Jean Lapassat,10.6,NULL,90.960451977401129944000,0.000000000000000000000,54.802259887005649718000,93.4,33.5,REP,AUVERGNE-ET-RHONE-ALPES
0740911N,Collège Geneviève Anthonioz de Gaulle,9.1,-0.9,98.260869565217391304000,0.000000000000000000000,44.782608695652173913000,85.6,31.7,REP,AUVERGNE-ET-RHONE-ALPES
0380356F,Collège Jules Vallès,9.4,-0.8,96.153846153846153846000,0.000000000000000000000,46.153846153846153846000,99.8,35.6,HORS EP,AUVERGNE-ET-RHONE-ALPES
0383370G,Collège Aimé Césaire,9.9,-0.2,100.000000000000000000000,0.000000000000000000000,48.051948051948051948000,89.4,35.4,HORS EP,AUVERGNE-ET-RHONE-ALPES
0382104F,Collège Louis Aragon,9.5,0.0,82.638888888888888889000,0.000000000000000000000,50.694444444444444444000,84.6,28.1,REP,AUVERGNE-ET-RHONE-ALPES
0730904L,Collège Combe de Savoie,10.8,-0.5,84.699453551912568306000,0.000000000000000000000,48.087431693989071038000,93.8,35.3,REP,AUVERGNE-ET-RHONE-ALPES
0010802S,Collège Ampère,10.4,1.0,83.157894736842105263000,6.315789473684210526000,48.947368421052631579000,69.0,21.2,REP+,AUVERGNE-ET-RHONE-ALPES
0420035K,Collège Jean de La Fontaine,11.4,0.9,85.185185185185185185000,0.000000000000000000000,48.888888888888888889000,92.6,32.7,HORS EP,AUVERGNE-ET-RHONE-ALPES
0421684C,Collège Albert Thomas,9.9,1.3,100.000000000000000000000,0.000000000000000000000,60.256410256410256410000,74.5,26.6,REP,AUVERGNE-ET-RHONE-ALPES
