numero_college,nom_etablissement,note_a_l_ecrit_g,va_de_la_note_g,pourcentage_hors_segpa_hors_ulis,pourcenetage_allemand_lv1,pourcentage_filles,ips,ecart_type_de_l_ips,ep_2022_2023,region_academique
0752198G,Collège Pierre Mendès-France,8.9,-0.5,86.400000000000000000000,0.000000000000000000000,40.800000000000000000000,87.5,31.4,REP,ILE-DE-FRANCE
0753939Z,Collège Jean Perrin,9.9,0.1,100.000000000000000000000,0.000000000000000000000,51.807228915662650602000,81.1,29.5,REP,ILE-DE-FRANCE
0911397Z,Collège La Vallée,8.6,-0.8,98.181818181818181818000,0.000000000000000000000,53.333333333333333333000,85.2,25.5,REP,ILE-DE-FRANCE
0911253T,Collège Pablo Neruda,9.6,1.0,98.285714285714285714000,0.000000000000000000000,49.142857142857142857000,65.1,17.7,REP+,ILE-DE-FRANCE
0911334F,Collège Aimé Césaire,8.9,-0.8,87.634408602150537634000,0.000000000000000000000,43.010752688172043011000,80.3,24.4,REP,ILE-DE-FRANCE
0910718L,Collège Louis Pasteur,10.4,0.1,100.000000000000000000000,0.000000000000000000000,51.123595505617977528000,92.2,29.9,HORS EP,ILE-DE-FRANCE
0910624J,Collège Blaise Pascal,8.8,-0.7,96.721311475409836066000,0.000000000000000000000,45.081967213114754098000,88.5,27.7,REP,ILE-DE-FRANCE
0910776Z,Collège Paul Eluard,8.4,-0.7,97.206703910614525140000,0.000000000000000000000,50.279329608938547486000,85.6,22.1,REP,ILE-DE-FRANCE
0921547G,Collège Voltaire,10.2,0.0,98.130841121495327103000,18.691588785046728972000,48.598130841121495327000,99.7,36.1,HORS EP,ILE-DE-FRANCE
0921168V,Collège Romain Rolland,9.8,0.6,92.233009708737864078000,0.000000000000000000000,48.543689320388349515000,90.5,30.2,REP,ILE-DE-FRANCE
0921179G,Collège Léonard de Vinci,9.4,-0.3,95.294117647058823529000,0.000000000000000000000,49.411764705882352941000,102.3,31.4,REP,ILE-DE-FRANCE
0921157H,Collège Edouard Vaillant,9.7,-0.3,99.206349206349206349000,0.000000000000000000000,47.222222222222222222000,93.5,29.8,REP,ILE-DE-FRANCE
0921394R,Collège André Doucet,9.4,-0.2,86.956521739130434783000,0.000000000000000000000,54.782608695652173913000,86.6,27.0,REP,ILE-DE-FRANCE
0921159K,Collège Edouard Manet,9.0,0.3,96.721311475409836066000,0.000000000000000000000,50.273224043715846995000,84.5,30.0,REP,ILE-DE-FRANCE
0950885W,Collège Irène Joliot-Curie,8.8,-0.9,96.694214876033057851000,0.000000000000000000000,47.107438016528925620000,78.9,24.1,REP,ILE-DE-FRANCE
0950886X,Collège Claude Monet,8.4,-0.8,88.732394366197183099000,0.000000000000000000000,52.112676056338028169000,76.3,21.7,REP+,ILE-DE-FRANCE
0951142A,Collège Robert Doisneau,10.1,0.4,89.772727272727272727000,9.090909090909090909000,49.431818181818181818000,85.4,28.7,REP,ILE-DE-FRANCE
0951921X,Collège Montaigne,9.1,-1.0,100.000000000000000000000,0.000000000000000000000,53.164556962025316456000,86.9,25.9,REP,ILE-DE-FRANCE
0951141Z,Collège Nicolas Copernic,9.6,-0.9,98.757763975155279503000,0.000000000000000000000,45.341614906832298137000,98.5,32.8,HORS EP,ILE-DE-FRANCE
0951403J,Collège La Bruyère,9.6,-1.0,98.529411764705882353000,0.000000000000000000000,44.852941176470588235000,101.6,34.9,HORS EP,ILE-DE-FRANCE
0950945L,Collège Le Carré Sainte-Honorine,10.3,-0.8,90.066225165562913907000,0.000000000000000000000,50.993377483443708609000,107.5,33.0,HORS EP,ILE-DE-FRANCE
0950939E,Collège Léon Blum,8.1,-0.7,88.311688311688311688000,0.000000000000000000000,53.896103896103896104000,72.1,25.0,REP,ILE-DE-FRANCE
0780514K,Collège Le Village,8.8,-1.3,100.000000000000000000000,6.395348837209302326000,48.255813953488372093000,88.0,26.3,REP,ILE-DE-FRANCE
9741313J,Collège Jean le Toullec,8.7,0.0,77.639751552795031056000,0.000000000000000000000,40.372670807453416149000,70.3,20.3,REP+,LA-REUNION
9740620F,Collège Michel Debré,10.5,0.8,96.698113207547169811000,0.000000000000000000000,46.226415094339622642000,75.1,27.1,REP,LA-REUNION
9741261C,Collège Terrain Fayard,8.6,0.1,96.428571428571428571000,5.102040816326530612000,51.530612244897959184000,73.1,24.6,REP,LA-REUNION
9741366S,Collège Guy Môquet,8.8,0.4,97.837837837837837838000,0.000000000000000000000,46.486486486486486486000,71.4,22.3,REP+,LA-REUNION
9741208V,Collège Elie Wiesel du Chaudron,9.2,0.0,96.610169491525423729000,17.796610169491525424000,44.915254237288135593000,73.8,24.1,REP+,LA-REUNION
9740022F,Collège Adrien Cerneau,9.0,0.2,96.503496503496503497000,0.000000000000000000000,39.160839160839160839000,77.5,25.4,REP,LA-REUNION
9740091F,Collège Leconte de Lisle,10.0,0.6,96.256684491978609626000,9.625668449197860963000,50.267379679144385027000,75.5,25.6,REP,LA-REUNION
9720012F,Collège Euzhan Palcy,7.9,-2.7,92.307692307692307692000,0.000000000000000000000,43.589743589743589744000,97.9,28.8,REP,MARTINIQUE
9720351Z,Collège Beauséjour,10.3,-1.2,79.220779220779220779000,0.000000000000000000000,45.454545454545454545000,88.2,31.2,REP,MARTINIQUE
9720861D,Collège Robert 3,9.6,-0.6,78.217821782178217822000,0.000000000000000000000,45.544554455445544554000,89.2,32.5,REP,MARTINIQUE
9760009F,Collège de Doujani,6.1,NULL,99.255583126550868486000,0.000000000000000000000,51.861042183622828784000,64.3,16.6,REP+,MAYOTTE
9760368W,Collège de Kwalé,5.2,NULL,89.460784313725490196000,0.000000000000000000000,50.000000000000000000000,59.6,18.6,REP,MAYOTTE
9760371Z,Collège de Ouangani,5.4,NULL,90.030211480362537764000,0.000000000000000000000,50.453172205438066465000,77.4,22.9,REP+,MAYOTTE
9760183V,Collège de Zena M'Dere,7.6,NULL,99.074074074074074074000,0.000000000000000000000,49.691358024691358025000,91.8,30.4,REP,MAYOTTE
9760180S,Collège Mariama Salim de Sada,9.2,NULL,98.513011152416356877000,0.000000000000000000000,45.353159851301115242000,89.5,33.4,REP,MAYOTTE
0141553M,Collège Stephen Hawking,12.4,1.9,97.391304347826086957000,0.000000000000000000000,50.434782608695652174000,92.5,31.8,REP+,NORMANDIE
0141315D,Collège Pierre Simon de Laplace,9.0,-0.1,98.181818181818181818000,0.000000000000000000000,38.181818181818181818000,81.0,24.3,REP,NORMANDIE
0271398Y,Collège les Fougères,10.3,1.0,100.000000000000000000000,0.000000000000000000000,47.107438016528925620000,87.4,32.4,REP,NORMANDIE
0271289E,Collège Cervantès,9.4,0.1,88.549618320610687023000,0.000000000000000000000,54.961832061068702290000,83.7,26.6,REP,NORMANDIE
0500062W,Collège le Ferronay,13.2,1.6,98.958333333333333333000,0.000000000000000000000,37.500000000000000000000,107.1,32.2,HORS EP,NORMANDIE
0760021K,Collège Emile Chartier,12.4,NULL,100.000000000000000000000,0.000000000000000000000,51.562500000000000000000,108.7,32.0,HORS EP,NORMANDIE
0761703N,Collège Albert Camus,10.7,1.4,77.922077922077922078000,0.000000000000000000000,45.454545454545454545000,74.7,24.3,REP+,NORMANDIE
0761786D,Collège Georges Braque,11.2,-0.1,99.056603773584905660000,0.000000000000000000000,55.660377358490566038000,101.9,36.1,HORS EP,NORMANDIE
0762127Z,Collège Henri Wallon,9.3,0.3,100.000000000000000000000,0.000000000000000000000,43.478260869565217391000,76.3,23.4,REP+,NORMANDIE
0762173Z,Collège Marcel Pagnol,8.1,-0.4,88.311688311688311688000,0.000000000000000000000,40.259740259740259740000,72.6,18.4,REP+,NORMANDIE
0761949F,Collège Fernand Léger,10.0,NULL,100.000000000000000000000,0.000000000000000000000,50.735294117647058824000,81.2,26.0,REP,NORMANDIE
0760075U,Collège Alain,9.4,-0.7,86.250000000000000000000,0.000000000000000000000,56.250000000000000000000,83.7,26.7,REP,NORMANDIE
0760173A,Collège Jean Zay,10.3,0.2,94.392523364485981308000,0.000000000000000000000,44.859813084112149533000,96.6,33.0,HORS EP,NORMANDIE
0240052B,Collège Anne Frank,11.4,0.1,100.000000000000000000000,0.000000000000000000000,42.574257425742574257000,100.2,31.0,HORS EP,NOUVELLE-AQUITAINE
0331419N,Collège Georges Rayet,11.2,-0.9,99.264705882352941176000,0.000000000000000000000,59.558823529411764706000,107.4,35.7,HORS EP,NOUVELLE-AQUITAINE
0332190B,Collège Alfred Mauguin,12.0,-0.5,86.075949367088607595000,0.000000000000000000000,42.405063291139240506000,116.1,38.5,HORS EP,NOUVELLE-AQUITAINE
0331891B,Collège Les Lesques,10.9,0.1,96.575342465753424658000,0.000000000000000000000,50.684931506849315068000,89.0,29.3,REP,NOUVELLE-AQUITAINE
0330103H,Collège Pierre de Belleyme,10.0,-0.2,90.625000000000000000000,0.000000000000000000000,44.270833333333333333000,87.7,26.4,REP,NOUVELLE-AQUITAINE
0330106L,Collège François Mitterrand,10.6,-0.1,97.692307692307692308000,0.000000000000000000000,53.846153846153846154000,95.0,35.8,HORS EP,NOUVELLE-AQUITAINE
0470049Y,Collège Anatole France,10.5,-0.6,96.428571428571428571000,0.000000000000000000000,50.892857142857142857000,89.8,31.9,REP,NOUVELLE-AQUITAINE
0870117E,Collège Albert Calmette,8.9,-1.1,85.430463576158940397000,0.000000000000000000000,38.410596026490066225000,96.4,34.4,REP,NOUVELLE-AQUITAINE
0160100X,Collège Romain Rolland,10.0,1.2,71.717171717171717172000,0.000000000000000000000,47.474747474747474747000,73.3,19.0,REP+,NOUVELLE-AQUITAINE
0790945Y,Collège Georges Clemenceau,11.5,0.7,76.250000000000000000000,0.000000000000000000000,41.250000000000000000000,86.8,28.0,REP,NOUVELLE-AQUITAINE
0790004A,Collège Molière,12.3,1.6,100.000000000000000000000,0.000000000000000000000,45.714285714285714286000,84.2,22.7,REP,NOUVELLE-AQUITAINE
0110665N,Collège Varsovie,11.2,-0.2,100.000000000000000000000,0.000000000000000000000,52.284263959390862944000,107.9,31.9,HORS EP,OCCITANIE
0110788X,Collège Montesquieu,9.8,-0.8,82.113821138211382114000,0.000000000000000000000,56.910569105691056911000,88.5,31.7,HORS EP,OCCITANIE
0300059B,Collège Jules Verne,8.6,-0.3,97.080291970802919708000,10.948905109489051095000,51.824817518248175182000,72.9,22.5,REP+,OCCITANIE
0300141R,Collège Condorcet,7.9,0.4,86.857142857142857143000,0.000000000000000000000,48.000000000000000000000,67.7,16.4,REP+,OCCITANIE
0340118U,Collège Henri IV,9.6,0.4,100.000000000000000000000,0.000000000000000000000,52.000000000000000000000,70.9,26.4,REP,OCCITANIE
0340836Z,Collège Paul Riquet,9.6,0.0,88.414634146341463415000,0.000000000000000000000,54.878048780487804878000,67.7,21.9,REP+,OCCITANIE
0341066Z,Collège Jean Perrin,9.6,-0.6,89.861751152073732719000,0.000000000000000000000,48.387096774193548387000,83.6,27.7,REP,OCCITANIE
0342132H,Collège Lucie Aubrac,8.2,-1.2,88.709677419354838710000,0.000000000000000000000,45.698924731182795699000,81.3,26.5,HORS EP,OCCITANIE
0340051W,Collège Fontcarrade,10.6,0.3,93.750000000000000000000,0.000000000000000000000,38.392857142857142857000,93.8,32.0,HORS EP,OCCITANIE
0090007J,Collège Victor Hugo,10.4,0.0,100.000000000000000000000,0.000000000000000000000,47.540983606557377049000,92.1,28.4,REP,OCCITANIE
0121273U,Collège Les Quatre Saisons,13.2,1.1,95.652173913043478261000,0.000000000000000000000,45.217391304347826087000,98.4,34.3,HORS EP,OCCITANIE
0311851U,Collège Leclerc,10.9,-0.4,93.805309734513274336000,0.000000000000000000000,50.442477876106194690000,96.2,32.0,HORS EP,OCCITANIE
0311232W,Collège Claude Nougaro,11.5,0.0,100.000000000000000000000,0.000000000000000000000,50.666666666666666667000,102.1,38.6,REP,OCCITANIE
0650050B,Collège Voltaire,11.3,-0.2,95.652173913043478261000,0.000000000000000000000,55.434782608695652174000,99.7,33.1,HORS EP,OCCITANIE
0810061B,Collège Jean Monnet,11.4,0.8,74.149659863945578231000,0.000000000000000000000,52.380952380952380952000,84.5,31.5,HORS EP,OCCITANIE
0820588U,Collège Olympe de Gouges,10.2,-0.3,91.515151515151515152000,0.000000000000000000000,46.666666666666666667000,96.7,35.2,REP,OCCITANIE
0440536U,Collège Sophie Germain,10.0,0.1,100.000000000000000000000,0.000000000000000000000,52.678571428571428571000,90.6,38.2,REP+,PAYS-DE-LA-LOIRE
0490060Z,Collège Jean Lurçat,9.8,1.7,100.000000000000000000000,0.000000000000000000000,55.555555555555555556000,63.0,19.0,REP+,PAYS-DE-LA-LOIRE
0491764B,Collège Claude Debussy,10.3,-0.1,78.021978021978021978000,0.000000000000000000000,40.659340659340659341000,92.9,32.8,HORS EP,PAYS-DE-LA-LOIRE
0490042E,Collège Pierre Mendès France,9.7,-0.6,96.551724137931034483000,0.000000000000000000000,50.000000000000000000000,81.6,23.2,REP,PAYS-DE-LA-LOIRE
0721224P,Collège Le Marin,9.8,0.1,98.717948717948717949000,0.000000000000000000000,37.179487179487179487000,87.7,32.6,REP,PAYS-DE-LA-LOIRE
0040013T,Collège Le Mont d'Or,10.4,-0.7,96.202531645569620253000,11.392405063291139241000,48.101265822784810127000,88.6,31.3,HORS EP,PROVENCE-ALPES-COTE-D'AZUR
0132412B,Collège Lou Garlaban,10.6,-0.3,85.245901639344262295000,0.000000000000000000000,49.726775956284153005000,93.3,30.2,REP,PROVENCE-ALPES-COTE-D'AZUR
0131888G,Collège Alain Savary,11.1,-0.2,100.000000000000000000000,0.000000000000000000000,53.906250000000000000000,100.8,34.3,HORS EP,PROVENCE-ALPES-COTE-D'AZUR
0131703F,Collège Edouard Manet,8.3,0.4,84.563758389261744966000,1.342281879194630872000,49.664429530201342282000,59.6,15.4,REP+,PROVENCE-ALPES-COTE-D'AZUR
0132408X,Collège Jules Ferry,8.2,0.2,100.000000000000000000000,20.168067226890756303000,44.537815126050420168000,67.8,21.0,REP+,PROVENCE-ALPES-COTE-D'AZUR
0131932E,Collège Longchamp,10.6,-0.7,100.000000000000000000000,18.061674008810572687000,53.303964757709251101000,106.0,44.9,HORS EP,PROVENCE-ALPES-COTE-D'AZUR
0133788X,Collège Jean-Claude Izzo,9.0,0.0,96.710526315789473684000,0.000000000000000000000,50.657894736842105263000,78.8,26.3,REP+,PROVENCE-ALPES-COTE-D'AZUR
0131264D,Collège Versailles,7.6,-0.8,97.916666666666666667000,0.000000000000000000000,45.138888888888888889000,75.4,19.5,REP+,PROVENCE-ALPES-COTE-D'AZUR
0130079R,Collège Chape,12.0,-0.6,100.000000000000000000000,18.965517241379310345000,55.172413793103448276000,133.9,40.2,HORS EP,PROVENCE-ALPES-COTE-D'AZUR
0130139F,Collège Coin Joli Sévigné,8.5,-0.7,98.591549295774647887000,0.000000000000000000000,45.070422535211267606000,83.5,27.9,HORS EP,PROVENCE-ALPES-COTE-D'AZUR
0131611F,Collège René Cassin,8.8,-0.9,90.303030303030303030000,6.060606060606060606000,51.515151515151515152000,82.5,28.0,REP,PROVENCE-ALPES-COTE-D'AZUR
0132214L,Collège Henri Fabre,8.6,0.0,100.000000000000000000000,0.000000000000000000000,55.737704918032786885000,77.3,25.1,REP+,PROVENCE-ALPES-COTE-D'AZUR
0133352Y,Collège Camille Claudel,11.0,0.2,100.000000000000000000000,25.471698113207547170000,50.943396226415094340000,89.9,32.6,REP,PROVENCE-ALPES-COTE-D'AZUR
0050452P,Collège Les Hauts de Plaine,11.5,0.2,98.717948717948717949000,1.282051282051282051000,48.717948717948717949000,98.9,28.2,REP,PROVENCE-ALPES-COTE-D'AZUR
0840759U,Collège Charles de Gaulle,10.3,-0.3,94.392523364485981308000,0.000000000000000000000,56.074766355140186916000,100.2,30.7,HORS EP,PROVENCE-ALPES-COTE-D'AZUR
0840007B,Collège Joseph Roumanille,9.2,0.4,100.000000000000000000000,0.000000000000000000000,45.783132530120481928000,76.9,20.5,REP+,PROVENCE-ALPES-COTE-D'AZUR
0840033E,Collège Voltaire,10.2,0.6,96.363636363636363636000,0.000000000000000000000,53.636363636363636364000,86.7,27.4,REP,PROVENCE-ALPES-COTE-D'AZUR
0840716X,Collège Vallis Aeria,10.3,-0.4,88.636363636363636364000,4.545454545454545455000,51.515151515151515152000,91.5,29.3,REP,PROVENCE-ALPES-COTE-D'AZUR
0061130W,Collège Paul Langevin,12.1,0.5,88.405797101449275362000,0.000000000000000000000,46.376811594202898551000,99.8,32.0,REP,PROVENCE-ALPES-COTE-D'AZUR
0061668F,Collège les Jasmins - Sainte Marguerite,10.7,-0.8,84.375000000000000000000,0.000000000000000000000,50.000000000000000000000,85.8,27.9,HORS EP,PROVENCE-ALPES-COTE-D'AZUR
0061001F,Collège Louis Nucera,8.7,1.1,88.888888888888888889000,0.000000000000000000000,56.111111111111111111000,66.4,20.9,REP+,PROVENCE-ALPES-COTE-D'AZUR
0061211J,Collège Pablo Picasso,9.6,-0.6,89.873417721518987342000,0.000000000000000000000,45.569620253164556962000,84.3,27.1,REP,PROVENCE-ALPES-COTE-D'AZUR
0830833E,Collège Paul Cézanne,10.3,-0.4,100.000000000000000000000,0.000000000000000000000,44.329896907216494845000,97.8,31.3,HORS EP,PROVENCE-ALPES-COTE-D'AZUR
0831115L,Collège Marcel Pagnol,9.1,-1.1,97.468354430379746835000,0.000000000000000000000,41.772151898734177215000,85.4,28.3,HORS EP,PROVENCE-ALPES-COTE-D'AZUR
0030030S,Collège Jean Zay,9.8,-0.2,89.873417721518987342000,0.000000000000000000000,49.367088607594936709000,76.7,26.3,REP+,AUVERGNE-ET-RHONE-ALPES
0631502R,Collège Charles Baudelaire,8.6,-0.5,92.708333333333333333000,0.000000000000000000000,50.000000000000000000000,72.8,22.6,REP+,AUVERGNE-ET-RHONE-ALPES
0071156U,Collège les Perrières,9.5,-0.6,87.817258883248730964000,0.000000000000000000000,51.776649746192893401000,84.9,34.1,REP,AUVERGNE-ET-RHONE-ALPES
0261086P,Collège Europa,11.2,-0.3,99.415204678362573099000,0.000000000000000000000,53.801169590643274854000,89.1,31.4,REP,AUVERGNE-ET-RHONE-ALPES
0261091V,Collège Albert Triboulet,9.1,-0.8,98.412698412698412698000,0.000000000000000000000,38.095238095238095238000,81.7,30.9,REP,AUVERGNE-ET-RHONE-ALPES
0741097R,Collège Jacques Prévert,9.8,0.3,97.580645161290322581000,0.000000000000000000000,45.161290322580645161000,84.4,28.8,REP,AUVERGNE-ET-RHONE-ALPES
0382174G,Collège Savaldor Allende,10.3,-0.3,84.279475982532751092000,0.000000000000000000000,46.288209606986899563000,87.4,30.7,REP,AUVERGNE-ET-RHONE-ALPES
0381903M,Collège Jean Vilar,9.1,0.5,77.659574468085106383000,0.000000000000000000000,51.063829787234042553000,72.7,21.8,REP+,AUVERGNE-ET-RHONE-ALPES
0381810L,Collège Gérard Philipe,9.3,-1.4,84.782608695652173913000,0.000000000000000000000,50.724637681159420290000,84.4,30.8,REP,AUVERGNE-ET-RHONE-ALPES
0381780D,Collège Olympique,8.2,-0.6,100.000000000000000000000,0.000000000000000000000,61.475409836065573770000,74.3,23.3,REP,AUVERGNE-ET-RHONE-ALPES
0382114S,Collège Stendhal,11.1,-0.7,98.101265822784810127000,0.000000000000000000000,45.569620253164556962000,119.1,42.1,HORS EP,AUVERGNE-ET-RHONE-ALPES
0380013H,Collège Nelson Mandela,9.5,-0.5,100.000000000000000000000,0.000000000000000000000,57.000000000000000000000,81.4,24.0,REP,AUVERGNE-ET-RHONE-ALPES
0421486M,Collège Pierre Joannon,10.4,1.3,97.058823529411764706000,0.000000000000000000000,52.941176470588235294000,88.1,30.9,REP,AUVERGNE-ET-RHONE-ALPES
0421176A,Collège Jules Vallès,9.1,0.7,81.355932203389830508000,0.000000000000000000000,51.694915254237288136000,65.3,18.2,REP+,AUVERGNE-ET-RHONE-ALPES
0421686E,Collège Jean Dasté,9.5,1.2,81.914893617021276596000,0.000000000000000000000,52.127659574468085106000,71.7,22.1,REP,AUVERGNE-ET-RHONE-ALPES
0692340U,Collège Henri Longchambon,9.2,0.5,89.940828402366863905000,0.000000000000000000000,51.479289940828402367000,76.6,22.9,REP+,AUVERGNE-ET-RHONE-ALPES
0691673U,Collège la Clavelière,10.0,0.2,97.560975609756097561000,0.000000000000000000000,29.268292682926829268000,89.7,36.9,REP,AUVERGNE-ET-RHONE-ALPES
0691498D,Collège Maria Casarès,8.7,-0.2,97.872340425531914894000,0.000000000000000000000,49.645390070921985816000,76.7,25.0,REP+,AUVERGNE-ET-RHONE-ALPES
0692159X,Collège Paul-Emile Victor,9.6,0.9,88.961038961038961039000,0.000000000000000000000,48.701298701298701299000,71.1,21.4,REP+,AUVERGNE-ET-RHONE-ALPES
0692336P,Collège Henri Barbusse,10.5,1.0,86.619718309859154930000,0.000000000000000000000,46.478873239436619718000,77.4,26.0,REP+,AUVERGNE-ET-RHONE-ALPES
0690099H,Collège Jean Moulin,10.6,0.6,85.401459854014598540000,7.299270072992700730000,45.255474452554744526000,74.9,27.4,REP+,AUVERGNE-ET-RHONE-ALPES
0692337R,Collège Lamartine,9.6,-0.3,96.402877697841726619000,0.000000000000000000000,47.482014388489208633000,74.5,17.8,REP+,AUVERGNE-ET-RHONE-ALPES
0693093M,Collège du Tonkin,11.8,1.5,94.545454545454545455000,0.000000000000000000000,45.454545454545454545000,92.4,29.9,HORS EP,AUVERGNE-ET-RHONE-ALPES
0694296V,Collège Simone Lagrange,9.7,1.0,100.000000000000000000000,0.000000000000000000000,50.000000000000000000000,80.1,25.5,REP+,AUVERGNE-ET-RHONE-ALPES
0251080N,Collège Diderot,9.2,0.6,86.792452830188679245000,10.062893081761006289000,46.540880503144654088000,65.7,20.4,REP+,BOURGOGNE-ET-FRANCHE-COMTE
0251127P,Collège Voltaire,9.8,-0.1,97.222222222222222222000,15.972222222222222222000,53.472222222222222222000,82.0,32.2,HORS EP,BOURGOGNE-ET-FRANCHE-COMTE
0700788B,Collège André Masson,9.9,-0.3,100.000000000000000000000,0.000000000000000000000,58.108108108108108108000,84.5,26.7,REP,BOURGOGNE-ET-FRANCHE-COMTE
0700786Z,Collège Jacques Brel,10.3,-0.2,77.931034482758620690000,6.896551724137931034000,46.896551724137931034000,83.5,28.4,REP,BOURGOGNE-ET-FRANCHE-COMTE
0390907Z,Collège Saint-Exupéry,12.1,0.6,76.158940397350993377000,7.947019867549668874000,46.357615894039735099000,95.2,32.8,HORS EP,BOURGOGNE-ET-FRANCHE-COMTE
0211225T,Collège Le Chapitre,10.0,1.4,61.842105263157894737000,0.000000000000000000000,46.052631578947368421000,71.0,19.6,REP+,BOURGOGNE-ET-FRANCHE-COMTE
0210025N,Collège Henri Dunant,9.5,-0.7,98.734177215189873418000,0.000000000000000000000,49.367088607594936709000,93.8,33.2,HORS EP,BOURGOGNE-ET-FRANCHE-COMTE
0210034Y,Collège Louis Pasteur,10.9,0.1,93.650793650793650794000,0.000000000000000000000,47.619047619047619048000,93.7,26.7,REP,BOURGOGNE-ET-FRANCHE-COMTE
0211523S,Collège Boris Vian,11.2,-0.1,93.406593406593406593000,0.000000000000000000000,54.945054945054945055000,93.0,32.6,HORS EP,BOURGOGNE-ET-FRANCHE-COMTE
0711136Z,Collège Roger Semet,11.9,0.9,100.000000000000000000000,0.000000000000000000000,38.679245283018867925000,93.2,29.7,REP,BOURGOGNE-ET-FRANCHE-COMTE
0711135Y,Collège Antoine de Saint-Exupéry,10.5,-0.2,97.087378640776699029000,0.000000000000000000000,44.660194174757281553000,91.8,29.7,HORS EP,BOURGOGNE-ET-FRANCHE-COMTE
0890030Z,Collège Stéphane Mallarmé,10.0,0.2,99.212598425196850394000,0.000000000000000000000,45.669291338582677165000,91.9,30.9,HORS EP,BOURGOGNE-ET-FRANCHE-COMTE
0220008P,Collège Victor Vasarely,12.0,1.3,100.000000000000000000000,0.000000000000000000000,50.000000000000000000000,85.8,23.5,REP,BRETAGNE
0350760L,Collège Cleunay,10.7,-0.8,97.297297297297297297000,0.000000000000000000000,44.144144144144144144000,96.6,40.0,HORS EP,BRETAGNE
0180593X,Collège Victor Hugo,10.0,-0.4,84.297520661157024793000,0.000000000000000000000,47.107438016528925620000,83.7,31.1,REP,CENTRE-VAL-DE-LOIRE
0180766K,Collège le Grand Meaulnes,9.6,-0.7,100.000000000000000000000,0.000000000000000000000,43.859649122807017544000,85.5,27.1,REP+,CENTRE-VAL-DE-LOIRE
0180033N,Collège Marguerite Audoux,11.2,0.8,100.000000000000000000000,0.000000000000000000000,61.111111111111111111000,87.0,25.6,REP,CENTRE-VAL-DE-LOIRE
0280918W,Collège Anatole France,10.5,0.9,70.454545454545454545000,0.000000000000000000000,52.272727272727272727000,76.0,24.1,REP,CENTRE-VAL-DE-LOIRE
0280657M,Collège les Petits Sentiers,8.7,-0.8,73.109243697478991597000,0.000000000000000000000,52.941176470588235294000,84.7,25.7,REP,CENTRE-VAL-DE-LOIRE
0371391L,Collège Stalingrad,10.5,-0.4,100.000000000000000000000,0.000000000000000000000,55.128205128205128205000,98.5,35.0,REP,CENTRE-VAL-DE-LOIRE
0371158H,Collège la Bruyère,11.2,0.1,100.000000000000000000000,0.000000000000000000000,50.617283950617283951000,88.7,29.6,HORS EP,CENTRE-VAL-DE-LOIRE
0450939B,Collège Alain-Fournier,9.6,0.2,93.918918918918918919000,0.000000000000000000000,50.000000000000000000000,74.6,27.9,REP,CENTRE-VAL-DE-LOIRE
0410003F,Collège Blois-Bégon,9.4,-0.1,82.142857142857142857000,0.000000000000000000000,53.571428571428571429000,72.5,25.2,REP+,CENTRE-VAL-DE-LOIRE
0410768M,Collège Jean Emond,10.5,-0.7,85.858585858585858586000,0.000000000000000000000,43.939393939393939394000,100.0,33.0,HORS EP,CENTRE-VAL-DE-LOIRE
6200011T,Collège Laetitia Bonaparte,11.7,0.1,100.000000000000000000000,0.000000000000000000000,48.039215686274509804000,108.7,34.0,REP,CORSE
6200084X,Collège du Stilettu,10.8,-0.5,100.000000000000000000000,0.000000000000000000000,37.078651685393258427000,105.4,30.3,REP,CORSE
6200697N,Collège Maria de Peretti,10.9,0.3,86.000000000000000000000,0.000000000000000000000,53.333333333333333333000,96.2,29.0,REP,CORSE
0541817G,Collège Albert Camus,9.7,-0.1,81.578947368421052632000,0.000000000000000000000,47.368421052631578947000,78.3,25.8,REP,GRAND-EST
0541288G,Collège Vauban,9.6,-0.4,97.297297297297297297000,0.000000000000000000000,40.540540540540540541000,83.4,26.5,HORS EP,GRAND-EST
0550020Y,Collège Alfred Kastler,9.6,-1.5,84.705882352941176471000,0.000000000000000000000,55.294117647058823529000,87.3,29.7,REP,GRAND-EST
0572023P,Collège Georges Holderith,10.0,0.1,91.406250000000000000000,37.500000000000000000000,47.656250000000000000000,78.1,30.3,REP,GRAND-EST
0572187T,Collège Alexandre Dreux,11.1,0.3,94.871794871794871795000,0.000000000000000000000,46.153846153846153846000,92.5,32.4,HORS EP,GRAND-EST
0572180K,Collège Pierre Adt,8.6,-0.6,82.926829268292682927000,43.089430894308943089000,48.780487804878048780000,73.4,24.9,REP+,GRAND-EST
0572168X,Collège François Rabelais,10.3,-0.1,100.000000000000000000000,0.990099009900990099000,52.475247524752475248000,83.2,32.4,REP,GRAND-EST
0572488V,Collège La Carrière,12.1,0.7,87.407407407407407407000,0.740740740740740741000,43.703703703703703704000,89.0,33.3,HORS EP,GRAND-EST
0881145S,Collège Maurice Barrès,11.5,-0.2,83.168316831683168317000,0.000000000000000000000,49.504950495049504950000,97.3,31.6,REP,GRAND-EST
0880149J,Collège Saint-Exupéry,9.1,0.9,100.000000000000000000000,23.287671232876712329000,50.684931506849315068000,68.2,20.2,REP+,GRAND-EST
0880045W,Collège Alphonse Cytère,12.1,0.9,98.837209302325581395000,0.000000000000000000000,56.976744186046511628000,93.1,31.6,REP,GRAND-EST
